"","index","order","family","genus","species","binomial","taxonomy.ref","distribution","continent","mass","mass.ref","mass.status","iucn.status","year.evaluated","extant.status","last.occurence.ka","last.occurence.ref","time.of.extinction","trophic","trophic.ref","habitat.mode","lab.comments","to.do","old.distribution","X"
"4094",2024,"Chiroptera","Vespertilionidae","Eudiscopus","denticulus","Eudiscopus denticulus","1","Thailand, Laos, Vietnam, C Burma.","Eurasia",NA,"","","LC",2016,"extant","","","","","","volant","","","Laos, Burma",NA
"4095",2025,"Chiroptera","Vespertilionidae","Falsistrellus","affinis","Falsistrellus affinis","1","NE Burma, Yunnan (China), India, Nepal, Sri Lanka.","Eurasia",NA,"","","LC",2008,"extant","","","","","","volant","synonym; was Pipistrellus, now is Falsistrellus","","Burma, China, India",NA
"4096",2054,"Chiroptera","Vespertilionidae","Hesperoptenus","doriae","Hesperoptenus doriae","1","Borneo, Malay Peninsula.","Eurasia",NA,"","","DD",2008,"extant","","","","","","","","","Borneo, Malaysia",NA
"4097",2062,"Chiroptera","Vespertilionidae","Histiotus","humboldti","Histiotus humboldti","1","Colombia, W Venezuela.","South.America",NA,"","","DD",2008,"extant","","","","","","volant","","","Colombia, Venezuela",NA
"4098",2063,"Chiroptera","Vespertilionidae","Histiotus","laephotis","Histiotus laephotis","1","Argentina, S Bolivia, S Peru.","South.America",NA,"","","NT",2008,"extant","","","","","","volant","","","Argentina, Bolivia, Peru",NA
"4099",2065,"Chiroptera","Vespertilionidae","Histiotus","magellanicus","Histiotus magellanicus","1","S Argentina, S Chile.","South.America",NA,"","","LC",2016,"extant","","","","","","volant","","","Argentina, Chile",NA
"4100",2068,"Chiroptera","Vespertilionidae","Hypsugo","alaschanicus","Hypsugo alaschanicus","1","Mongolia, China, Russian Far East to Korea and Tsushima Isl (Japan).","Eurasia",NA,"","","LC",2018,"extant","","","","","","","","","Mongolia, China, Russia, Korea, Japan",NA
"4101",2069,"Chiroptera","Vespertilionidae","Hypsugo","anchietae","Hypsugo anchietae","1","Angola, S Dem. Rep. Congo, Zambia, Zimbabwe, KwaZulu-Natal (South Africa).","Africa",NA,"","","LC",2016,"extant","","","","","","","","","Angola, Dem. Rep. Congo, Zambia, Zimbabwe, South Africa",NA
"4102",2070,"Chiroptera","Vespertilionidae","Hypsugo","anthonyi","Hypsugo anthonyi","1","Known only from the type locality.","Eurasia",NA,"","","DD",2016,"extant","","","","","","","synonym; was Pipstrellus anthonyi, now is Hypsugo anthonyi","","Burma",NA
"4103",2079,"Chiroptera","Vespertilionidae","Hypsugo","joffrei","Hypsugo joffrei","1","N Burma.","Eurasia",NA,"","","DD",2016,"extant","","","","","","","synonym; Pipstrellus is now Hypsugo","","Burma",NA
"4104",2081,"Chiroptera","Vespertilionidae","Hypsugo","lophurus","Hypsugo lophurus","1","Peninsular Burma.","Eurasia",NA,"","","DD",2016,"extant","","","","","","","synonym; was Pipstrellus, now is Hypsugo","","Burma",NA
"4105",2082,"Chiroptera","Vespertilionidae","Hypsugo","macrotis","Hypsugo macrotis","1","W Malaysia, Sumatra, Bali, adjacent small islands.","Eurasia",NA,"","","DD",2016,"extant","","","","","","","synonym; was Pipstrellus, now is Hypsugo","","Malaysia, Sumatra, Borneo, Bali",NA
"4106",2090,"Chiroptera","Vespertilionidae","Hypsugo","vordermanni","Hypsugo vordermanni","1","Belitung Isl (Indonesia), Borneo (Sarawak, Malaysia).","Eurasia",NA,"","","DD",2016,"extant","","","","","","volant","","","Brunei Darussalam, Indonesia, Malaysia",NA
"4107",2098,"Chiroptera","Vespertilionidae","Kerivoula","eriophora","Kerivoula eriophora","1","Ethiopia.","Eurasia",NA,"","","DD",2008,"extant","","","","","","","","","Ethiopia",NA
"4108",2129,"Chiroptera","Vespertilionidae","Lasiurus","atratus","Lasiurus atratus","1","S and E Venezuela, Guyana, Surinam, French Guiana.","South.America",NA,"","","LC",2008,"extant","","","","","","volant","","","French Guiana, Guyana, Suriname, Venezuela",NA
"4109",2130,"Chiroptera","Vespertilionidae","Lasiurus","blossevillii","Lasiurus blossevillii","1","Bolivia, N Argentina, Uruguay, and Brazil to W North America (but not E North America); Trinidad and Tobago; Galapagos (Ecuador).","South.America",NA,"","","LC",2016,"extant","","","","","","volant","","","Argentina, Belize, Bolivia, Plurinational States of, Brazil, Canada, Colombia, Costa Rica, Gal√°pagos, El Salvador, French Guiana, Guatemala, Guyana, Honduras, Mexico, Nicaragua, Panama, Paraguay, Peru, Suriname, Trinidad, Tobago, United States, Uruguay, Venezuela",NA
"4110",2150,"Chiroptera","Vespertilionidae","Lasiurus","salinae","Lasiurus salinae","1","Argentina.","South.America",NA,"","","DD",2017,"extant","","","","","","","","","Argentina",NA
"4111",2153,"Chiroptera","Vespertilionidae","Lasiurus","varius","Lasiurus varius","1","S Argentina, Chile.","South.America",NA,"","","LC",2008,"extant","","","","","","volant","","","Argentina, Chile",NA
"4112",2154,"Chiroptera","Vespertilionidae","Lasiurus","xanthinus","Lasiurus xanthinus","1","S California, Arizona, and New Mexico south to Baja California, W and C Mexico.","North.America",NA,"","","LC",2008,"extant","","","","","","volant","","","Mexico, USA",NA
"4113",2157,"Chiroptera","Vespertilionidae","Miniopterus","africanus","Miniopterus africanus","1","Kenya, Ethiopia, Eritrea, Tanzania, Botswana, Namibia.","Africa",NA,"","","LC",2004,"extant","","","","","","volant","","","Kenya",NA
"4114",2186,"Chiroptera","Vespertilionidae","Murina","aurata","Murina aurata","1","NE India, Nepal to SW China (including E Tibet) and Burma, Thailand.","Eurasia",NA,"","","LC",2008,"extant","","","","","","","","","Nepal, China , Burma",NA
"4115",2191,"Chiroptera","Vespertilionidae","Murina","fusca","Murina fusca","1","Manchuria (China).","Eurasia",NA,"","","DD",2008,"extant","","","","","","","","","China",NA
"4116",2192,"Chiroptera","Vespertilionidae","Murina","grisea","Murina grisea","1","NW Himalayas, Mizoram (India).","Eurasia",NA,"","","DD",2015,"extant","","","","","","","","","Nepal, China, Bhutan, India, Pakistan",NA
"4117",2197,"Chiroptera","Vespertilionidae","Murina","puta","Murina puta","1","Taiwan.","Eurasia",NA,"","","NT",2008,"extant","","","","","","","","","Taiwan",NA
"4118",2205,"Chiroptera","Vespertilionidae","Murina","ussuriensis","Murina ussuriensis","1","Ussuri region, Kurile Isls, and Sakhalin (Russia); Korea.","Eurasia",NA,"","","LC",2018,"extant","","","","","","","","","Russia, Korea",NA
"4119",2207,"Chiroptera","Vespertilionidae","Myotis","abei","Myotis abei","1","Known only from the type locality.","Eurasia",NA,"","","",NA,"extant","","","","","","","","","Russia",NA
"4120",2220,"Chiroptera","Vespertilionidae","Myotis","ater","Myotis ater","1","Vietnam, W Sumatra, Peninsular Malaysia, Sulawesi, Togian Isl, N Borneo, Moluccas, Papua New Guinea, possibly Philippines and Australia.","Eurasia",NA,"","","LC",2008,"extant","","","","","","","","","Indonesia, Malaysia, Philippines, Thailand, Vietnam",NA
"4121",2229,"Chiroptera","Vespertilionidae","Myotis","bombinus","Myotis bombinus","1","Japan, Korea, SE Siberia, NE China.","Eurasia",NA,"","","NT",2018,"extant","","","","","","","","","Japan, Korea, Siberia, China",NA
"4122",2270,"Chiroptera","Vespertilionidae","Myotis","ikonnikovi","Myotis ikonnikovi","1","Ussuri region and N Korea to Lake Baikal (Russia), the Altai Mtns, and Mongolia, NE China; Sakhalin Isl (Russia) and Honsh˚ and Hokkaido Isls (Japan).","Eurasia",NA,"","","",NA,"extant","","","","","","","","","Korea, Mongolia, China, Russia, Japan",NA
"4123",2277,"Chiroptera","Vespertilionidae","Myotis","laniger","Myotis laniger","1","S China including Tibet, Vietnam, E India.","Eurasia",NA,"","","LC",2008,"extant","","","","","","volant","","","China, India, Vietnam",NA
"4124",2280,"Chiroptera","Vespertilionidae","Myotis","longipes","Myotis longipes","1","Afghanistan, NE India, Nepal, possibly Vietnam.","Eurasia",NA,"","","DD",2008,"extant","","","","","","","","","Afghanistan, India",NA
"4125",2284,"Chiroptera","Vespertilionidae","Myotis","macropus","Myotis macropus","1","S Australia, Victoria (Australia).","Australia",NA,"","","LC",2008,"extant","","","","","","volant","","","Australia, Papua New Guinea",NA
"4126",2287,"Chiroptera","Vespertilionidae","Myotis","melanorhinus","Myotis melanorhinus","1","British Columbia (Canada) south to C Mexico and east to W Oklahoma (USA).","North.America",NA,"","","LC",2008,"extant","","","","","","volant","","","Canada, Mexico, USA",NA
"4127",2305,"Chiroptera","Vespertilionidae","Myotis","nipalensis","Myotis nipalensis","1","Iran, Turkey, and Uzbekistan to Nepal, Mongolia, Tibet and NW China, Siberia.","Eurasia",NA,"","","LC",2008,"extant","","","","","","volant","","","Afghanistan, Armenia, Azerbaijan, China, Georgia, India, Iran, Kazakhstan, Kyrgyzstan, Nepal, Tajikistan, Turkey, Turkmenistan, Uzbekistan",NA
"4128",2308,"Chiroptera","Vespertilionidae","Myotis","oxygnathus","Myotis oxygnathus","1","Mediterranean region from Spain to Italy and Greece; Bulgaria to Turkmenistan, Kyrgyzstan, and Afghanistan.","Eurasia",NA,"","","",NA,"extant","","","","","","volant","","","Afghanistan, Albania, Algeria, Andorra, Angola, Armenia, Austria, Azerbaijan, Bangladesh, Bhutan, Bosnia, Herzegovina, Bulgaria, China, Croatia, Cyprus, Czech Republic, France, Georgia, Germany, Greece, Hungary, India, Iran, Iraq, Israel, Italy, Jordan, Kazakhstan, Kyrgyzstan, Lebanon, Libya, Macedonia, Moldova, Monaco, Mongolia, Montenegro, Morocco, Nepal, Pakistan, Poland, Portugal, Romania, Russia, San Marino, Serbia, Slovakia, Slovenia, Spain, Switzerland, Syrian, Tajikistan, Turkey, Turkmenistan, Ukraine",NA
"4129",2312,"Chiroptera","Vespertilionidae","Myotis","peninsularis","Myotis peninsularis","1","","North.America",NA,"","","EN",2015,"extant","","","","","","","","","Mexico",NA
"4130",2313,"Chiroptera","Vespertilionidae","Myotis","pequinius","Myotis pequinius","1","Hong Kong, Hopeh, Shantung, Honan and Kiangsu (China).","Eurasia",NA,"","","LC",2008,"extant","","","","","","","","","China",NA
"4131",2316,"Chiroptera","Vespertilionidae","Myotis","punicus","Myotis punicus","1","Tunisia, Algeria, Libya, Malta, Corsica (France), and Sardinia (Italy).","Eurasia",NA,"","","DD",2016,"extant","","","","","","volant","","","Algeria, France, Italy, Libya, Malta, Morocco, Tunisia",NA
"4132",2317,"Chiroptera","Vespertilionidae","Myotis","ricketti","Myotis ricketti","1","Fukien, Anhwei, Kiangsu, Shantung, Yunnan (China); Hong Kong; Vietnam and Laos.","Eurasia",NA,"","","",NA,"extant","","","","","","","","","China",NA
"4133",2326,"Chiroptera","Vespertilionidae","Myotis","schaubi","Myotis schaubi","1","Extant populations limited to Armenia and W Iran.","Eurasia",NA,"","","DD",2008,"extant","","","","","","","","","Iran",NA
"4134",2328,"Chiroptera","Vespertilionidae","Myotis","septentrionalis","Myotis septentrionalis","1","E United States and Canada west to British Columbia, E Montana, E Wyoming; south to Alabama, Georgia, and Florida Panhandle.","North.America",NA,"","","LC",2008,"extant","","","","","","volant","","","Canada, USA",NA
"4135",2329,"Chiroptera","Vespertilionidae","Myotis","sicarius","Myotis sicarius","1","Sikkim (NE India); Nepal.","Eurasia",NA,"","","VU",2008,"extant","","","","","","","","","India",NA
"4136",2353,"Chiroptera","Vespertilionidae","Neoromicia","helios","Neoromicia helios","1","Kenya, Somalia, Djibouti, NE Uganda, extreme S Sudan, N Tanzania. Maybe more widespread (Peterson, 1987).","Africa",NA,"","","DD",2018,"extant","","","","","","volant","","","Djibouti, Kenya, Somalia, South Sudan, Tanzania, Uganda",NA
"4137",2361,"Chiroptera","Vespertilionidae","Neoromicia","zuluensis","Neoromicia zuluensis","1","Namibia, Botswana, Zambia, Natal, Malawi, N South Africa; also known from Kenya, Ethiopia, and Sudan (V. Van Cakenberghe, pers. comm.).","Africa",NA,"","","LC",2017,"extant","","","","","","volant","","","Angola, Botswana, Congo, Ethiopia, Kenya, Malawi, Namibia, South Africa, South Sudan, Uganda, Zambia, Zimbabwe",NA
"4138",2362,"Chiroptera","Vespertilionidae","Nyctalus","aviator","Nyctalus aviator","1","Hokkaido, Shikoku, Kyushu, Tsushima, Iki (Japan); Korea; E and C China. Possibly occurs in Russian Far East, see Tiunov (1997).","Eurasia",NA,"","","NT",2008,"extant","","","","","","","","","Japan, Korea, China",NA
"4139",2370,"Chiroptera","Vespertilionidae","Nyctalus","montanus","Nyctalus montanus","1","E Afghanistan, Pakistan, N India, Nepal.","Eurasia",NA,"","","LC",2008,"extant","","","","","","","","","Afghanistan, Pakistan, India, Nepal",NA
"4140",2374,"Chiroptera","Vespertilionidae","Nyctalus","plancyi","Nyctalus plancyi","1","E China, Taiwan.","Eurasia",NA,"","","LC",2008,"extant","","","","","","volant","","","China",NA
"4141",2409,"Chiroptera","Vespertilionidae","Pipistrellus","adamsi","Pipistrellus adamsi","1","Queensland and Northern Territory (Australia).","Australia",NA,"","","LC",2008,"extant","","","","","","volant","","","Australia",NA
"4142",2438,"Chiroptera","Vespertilionidae","Pipistrellus","paterculus","Pipistrellus paterculus","1","N India, Burma, Thailand, Vietnam, SW China.","Eurasia",NA,"","","LC",2008,"extant","","","","","","","","","India, Burma, Thailand, China",NA
"4143",2442,"Chiroptera","Vespertilionidae","Pipistrellus","pygmaeus","Pipistrellus pygmaeus","1","British Isles, S Scandinavia south to Spain, Portugal, Corsica, Sardinina, Italy, Slovenia, and Greece; east to Ukaraine and W Russia (perhaps much further east); N Algeria, Tunisia, Libya (Cyrenaica only).","Eurasia",NA,"","","LC",2016,"extant","","","","Ainsect","","","","","Scandinavia, Spain, Portugal, Corsica, Sardinina, Italy, Slovenia, Greece, Ukaraine, Russia, Algeria, Tunisia, Libya",NA
"4144",2455,"Chiroptera","Vespertilionidae","Pipistrellus","westralis","Pipistrellus westralis","1","N Australia from Kimberly to E Gulf of Carpentaria.","Australia",NA,"","","LC",2008,"extant","","","","Ainsect","","","","","Australia from Kimberly, Gulf of Carpentaria.",NA
"4145",2456,"Chiroptera","Vespertilionidae","Plecotus","alpinus","Plecotus alpinus","1","France, Liechtenstein, Switzerland, Austria, Croatia, Greece.","Eurasia",NA,"","","LC",2016,"extant","","","","Ainsect","","","","","France, Liechtenstein, Switzerl, Austria, Croatia, Greece.",NA
"4146",2461,"Chiroptera","Vespertilionidae","Plecotus","balensis","Plecotus balensis","1","S Ethiopia.","Africa",NA,"","","DD",2018,"extant","","","","Ainsect","","","","","Ethiopia",NA
"4147",2462,"Chiroptera","Vespertilionidae","Plecotus","kolombatovici","Plecotus kolombatovici","1","Croatia and nearby islands in the Adriatic Sea.","Eurasia",NA,"","","LC",2008,"extant","","","","Ainsect","","","","","Croatia, nearby isl|s in the Adriatic Sea",NA
"4148",2475,"Chiroptera","Vespertilionidae","Rhogeessa","aeneus","Rhogeessa aeneus","1","Yucat·n (Mexico).","North.America",NA,"","","LC",2008,"extant","","","","","","","","","Yucat√°n (Mexico)",NA
"4149",2477,"Chiroptera","Vespertilionidae","Rhogeessa","genowaysi","Rhogeessa genowaysi","1","Pacific lowlands of S Chiapas (Mexico).","North.America",NA,"","","EN",2008,"extant","","","","Ainsect","","","","","Pacific lowl|s of Chiapas (Mexico)",NA
"4150",2479,"Chiroptera","Vespertilionidae","Rhogeessa","hussoni","Rhogeessa hussoni","1","S Surinam, E Brazil.","South.America",NA,"","","DD",2008,"extant","","","","Ainsect","","","","","Surinam, Brazil.",NA
"4151",2480,"Chiroptera","Vespertilionidae","Rhogeessa","io","Rhogeessa io","1","C and S Nicaragua south to N Colombia and W Ecuador; Venezuela; Trinidad and Tobago; Guyana; N and C Brazil; N Bolivia.","South.America",NA,"","","LC",2016,"extant","","","","Ainsect","","","","",", Nicaragua , Colombia, Ecuador, Venezuela, Trinidad, Tobago, Guyana, Brazil, Bolivia.",NA
"4152",2482,"Chiroptera","Vespertilionidae","Rhogeessa","mira","Rhogeessa mira","1","S Michoacan (Mexico).","North.America",NA,"","","VU",2008,"extant","","","","Ainsect","","","","","Michoacan (Mexico)",NA
"4153",2486,"Chiroptera","Vespertilionidae","Scotoecus","albigula","Scotoecus albigula","1","Angola, Zambia, Mozambique, Uganda, Kenya, Malawi, Somalia.","Africa",NA,"","","LC",2016,"extant","","","","ainsect","","","","","Angola, Zambia, Mozambique, Uganda, Kenya, Malawi, Somalia",NA
"4154",2488,"Chiroptera","Vespertilionidae","Scotoecus","hindei","Scotoecus hindei","1","Nigeria and Cameroon to S Sudan and Somalia; south to SE Dem. Rep. Congo, Kenya, Tanzania, Zambia, Mozambique, Malawi.","Africa",NA,"","","LC",2016,"extant","","","","ainsect","","","","","Nigeria, Cameroon, Sudan, Somalia, , Dem. Rep. Congo, Kenya, Tanzania, Zambia, Mozambique, Malaw",NA
"4155",2490,"Chiroptera","Vespertilionidae","Scotoecus","pallidus","Scotoecus pallidus","1","Pakistan, N India.","Eurasia",NA,"","","LC",2008,"extant","","","","","","","","","pakistan, n India",NA
"4156",2510,"Chiroptera","Vespertilionidae","Scotorepens","orion","Scotorepens orion","1","SE Australia.","Australia",NA,"","","LC",2008,"extant","","","","","","","","","Australia",NA
"4157",2519,"Chiroptera","Vespertilionidae","Vespadelus","baverstocki","Vespadelus baverstocki","1","C and S Australia.","Australia",NA,"","","LC",2008,"extant","","","","","","","synonym; Eptesicus is now Vespadelus","",", Australia",NA
"4158",2520,"Chiroptera","Vespertilionidae","Vespadelus","caurinus","Vespadelus caurinus","1","N Australia.","Australia",NA,"","","LC",2008,"extant","","","","","","","","","Australia",NA
"4159",2524,"Chiroptera","Vespertilionidae","Vespadelus","finlaysoni","Vespadelus finlaysoni","1","Western and central Australia.","Australia",NA,"","","LC",2008,"extant","","","","Ainsect","","","","","Western, central Australia",NA
"4160",2528,"Chiroptera","Vespertilionidae","Vespadelus","troughtoni","Vespadelus troughtoni","1","E Australia.","Australia",NA,"","","LC",2008,"extant","","","","","","","","","Australia",NA
"4161",2553,"Cingulata","Dasypodidae","Dasypus","yepesi","Dasypus yepesi","1","Gran Chaco of Paraguay, and N Argentina.","South.America",NA,"","","DD",2010,"extant","","","","","","","","","Gran Chaco of Paraguay, Argentina.",NA
"4162",2587,"Dasyuromorphia","Dasyuridae","Antechinus","subtropicus","Antechinus subtropicus","1","SE Queensland, south from Gympie (26∞11íS, 152∞40íE) into NE NSW, in subtropical vine forests.","Australia",NA,"","","LC",2008,"extant","","","","","","","","","",NA
"4163",2628,"Dasyuromorphia","Dasyuridae","Pseudantechinus","roryi","Pseudantechinus roryi","1","Western Australia: Northern Pilbara, north of the Hamersley Range, into Great Sandy Desert as far east as Clutterbuck Hills; Cape Range Peninsula; probably Barrow Isl (Cooper et al., 2000<i>b</i>).","Australia",NA,"","","LC",2015,"extant","","","","","","","","","Australia, Western Australia, Woods|ck Station, 500 m  of the homestead, 21¬∞36'42"", 117¬∞57'20""E",NA
"4164",2635,"Dasyuromorphia","Dasyuridae","Sminthopsis","bindi","Sminthopsis bindi","1","Known from Stuart Highway (12∞51íS, 131∞08íE) southeast to Roper Valley (14∞55íS, 133∞54íE), but predicted from bioclimatic records to occur in much of C and S Arnhem Land (Australia).","Australia",NA,"","","NT",2016,"extant","","","","Ginsect","","","","","",NA
"4165",2636,"Dasyuromorphia","Dasyuridae","Sminthopsis","boullangerensis","Sminthopsis boullangerensis","1","Boullanger Isl, and on the mainland at Lesueur, near Jurien; subfossil material near Hastings Cave may belong to this species according to the describers.","Australia",NA,"","","",NA,"extant","","","","Ginsect","","","Threatened according to MSW3","","Lesueur Australia, near Jurien",NA
"4166",2675,"Didelphimorphia","Didelphidae","Didelphis","pernigra","Didelphis pernigra","1","Andes of Colombia, Venezuela, Ecuador, Per˙, and Bolivia.","South.America",NA,"","","LC",2008,"extant","","","","","","","","","",NA
"4167",2680,"Didelphimorphia","Didelphidae","Gracilinanus","agricolai","Gracilinanus agricolai","1","Known only from the type locality.","South.America",NA,"","","DD",2016,"extant","","","","","","","","","Brazil, Cear√°",NA
"4168",2683,"Didelphimorphia","Didelphidae","Gracilinanus","formosus","Gracilinanus formosus","1","Known only from the type locality in Formosa Province, Argentina.","South.America",NA,"","","",NA,"extant","","","","","","","","","Argentina, Formosa",NA
"4169",2684,"Didelphimorphia","Didelphidae","Gracilinanus","ignitus","Gracilinanus ignitus","1","Known only from type locality.","South.America",NA,"","","",NA,"extinct","1962","","","","","","","","Argentina",NA
"4170",2687,"Didelphimorphia","Didelphidae","Hyladelphys","kalinowskii","Hyladelphys kalinowskii","1","S Guyana, N French Guiana, west to E Per˙.","South.America",NA,"","","LC",2016,"extant","","","","","","","","","Guyana, French Guiana, , Per√∫.",NA
"4171",2695,"Didelphimorphia","Didelphidae","Marmosa","quichua","Marmosa quichua","1","E Per˙.","South.America",NA,"","","LC",2008,"extant","","","","","","","","","Per√∫",NA
"4172",2700,"Didelphimorphia","Didelphidae","Marmosops","bishopi","Marmosops bishopi","1","Brasil, Per˙, and Bolivia.","South.America",NA,"","","LC",2016,"extant","","","","","","","","","Brasil, Per√∫, Bolivia",NA
"4173",2708,"Didelphimorphia","Didelphidae","Marmosops","juninensis","Marmosops juninensis","1","Chanchamayo Valley of Per˙.","South.America",NA,"","","VU",2008,"extant","","","","","","","","","Chanchamayo Valley of Per√∫",NA
"4174",2709,"Didelphimorphia","Didelphidae","Marmosops","neblina","Marmosops neblina","1","S Venezuela, E Ecuador, E Per˙, and W Brazil (Patton et al., 2000).","South.America",NA,"","","LC",2015,"extant","","","","","","","","","Venezuela, Ecuador, Per√∫, Brazil",NA
"4175",2712,"Didelphimorphia","Didelphidae","Marmosops","paulensis","Marmosops paulensis","1","SE Brazil in states of Minas Gerais, Rio de Janeiro, S„o Paulo, and Paran·.","South.America",NA,"","","LC",2016,"extant","","","","","","","","","Brazil",NA
"4176",2713,"Didelphimorphia","Didelphidae","Marmosops","pinheiroi","Marmosops pinheiroi","1","Venezuela, Guyana, Suriname, French Guiana, and Brazil.","South.America",NA,"","","LC",2008,"extant","","","","","","","","","Venezuela, Guyana, Suriname, French Guiana, Brazil.",NA
"4177",2719,"Didelphimorphia","Didelphidae","Micoureus","paraguayanus","Micoureus paraguayanus","1","†E Brazil from Minas Gerais and S Bahia south to Rio Grande do Sul and E Paraguay.","South.America",NA,"","","LC",2015,"extant","","","","","","","","","Brazil from Minas Gerais, Bahia , Rio Gr|e do Sul, Paraguay",NA
"4178",2720,"Didelphimorphia","Didelphidae","Micoureus","phaeus","Micoureus phaeus","1","W slopes of the Andes from SW Colombia to SW Ecuador.","South.America",NA,"","","VU",2014,"extant","","","","","","","","","slopes of the Andes from Colombia, Ecuador.",NA
"4179",2728,"Didelphimorphia","Didelphidae","Monodelphis","glirina","Monodelphis glirina","1","Central Brazil to N Bolivia.","South.America",NA,"","","LC",2016,"extant","","","","","","","","","Central Brazil, Bolivia",NA
"4180",2732,"Didelphimorphia","Didelphidae","Monodelphis","maraxina","Monodelphis maraxina","1","Brazil, Par·, MarajÛ Isl.","South.America",NA,"","","LC",2016,"extant","","","","","","","","","Brazil, Par√°",NA
"4181",2734,"Didelphimorphia","Didelphidae","Monodelphis","palliolata","Monodelphis palliolata","1","NE Colombia and W Venezuela.","South.America",NA,"","","LC",2011,"extant","","","","","","","","","Colombia, Venezuela",NA
"4182",2739,"Didelphimorphia","Didelphidae","Monodelphis","umbristriata","Monodelphis umbristriata","1","Known from the Brazilian states of Goi·s and Minas Gerais.","South.America",NA,"","","",NA,"extant","","","","","","","","","Brazilian states of Goi√°s, Minas Gerais",NA
"4183",2742,"Didelphimorphia","Didelphidae","Philander","frenatus","Philander frenatus","1","E Brasil southward to Paraguay and adjacent Argentina.","South.America",NA,"","","LC",2016,"extant","","","","","","","","","Brasil ward, Paraguay, adjacent Argentina",NA
"4184",2743,"Didelphimorphia","Didelphidae","Philander","mcilhennyi","Philander mcilhennyi","1","Amazon Basin of C Per˙ and W Brazil.","South.America",NA,"","","LC",2008,"extant","","","","","","","","","Amazon Basin of Per√∫, Brazil.",NA
"4185",2746,"Didelphimorphia","Didelphidae","Thylamys","cinderella","Thylamys cinderella","1","N Argentina and probably S Bolivia.","South.America",NA,"","","LC",2016,"extant","","","","","","","","","Argentina, probably Bolivia.",NA
"4186",2748,"Didelphimorphia","Didelphidae","Thylamys","karimii","Thylamys karimii","1","Known only from type locality.","South.America",NA,"","","VU",2016,"extant","","","","","","","","","Brazil, Pernambuco",NA
"4187",2749,"Didelphimorphia","Didelphidae","Thylamys","macrurus","Thylamys macrurus","1","Paraguay and S Brazil.","South.America",NA,"","","NT",2015,"extant","","","","","","","","","Paraguay, Brazil.",NA
"4188",2752,"Didelphimorphia","Didelphidae","Thylamys","sponsorius","Thylamys sponsorius","1","N Argentina and S Bolivia.","South.America",NA,"","","",NA,"extant","","","","","","","","","Argentina, Bolivia.",NA
"4189",2753,"Didelphimorphia","Didelphidae","Thylamys","tatei","Thylamys tatei","1","Departments of Ancash and Lima, Peru.","South.America",NA,"","","DD",2008,"extant","","","","","","","","","Departments of Ancash, Lima, Peru.",NA
"4190",2755,"Didelphimorphia","Didelphidae","Thylamys","venustus","Thylamys venustus","1","S Per˙ and Bolivia, south to Provincia NeuquÈn, Argentina.","South.America",NA,"","","DD",2008,"extant","","","","","","","","","Per√∫, Bolivia, , Provincia Neuqu√©n, Argentina",NA
"4191",2830,"Diprotodontia","Macropodidae","Petrogale","coenensis","Petrogale coenensis","1","Musgrave north to Pascoe River, N Queensland (Australia).","Australia",NA,"","","NT",2008,"extant","","","","","","","","","Queensl, (Australia)",NA
"4192",2833,"Diprotodontia","Macropodidae","Petrogale","herberti","Petrogale herberti","1","S Queensland, from Nanango, 100 km NW of Brisbane, north to Fitzroy River and northwest to Mt. Ball, near Rubyvale, and Mt. Donneybrook, near Clermont (Australia).","Australia",NA,"","","LC",2008,"extant","","","","","","","","","Queensl, Australia",NA
"4193",2836,"Diprotodontia","Macropodidae","Petrogale","mareeba","Petrogale mareeba","1","Mareeba north to Mitchell River and near Mt. Carbine, west to Mungana and south to Burdekin River, N Queensland (Australia).","Australia",NA,"","","NT",2016,"extant","","","","","","","","","Queensl, (Australia).",NA
"4194",2839,"Diprotodontia","Macropodidae","Petrogale","purpureicollis","Petrogale purpureicollis","1","Australia: Dajarra district, NW Queensland.","Australia",NA,"","","NT",2016,"extant","","","","","","","","","Queensl, Australia",NA
"4195",2841,"Diprotodontia","Macropodidae","Petrogale","sharmani","Petrogale sharmani","1","Seaview and Coane Ranges, west of Ingham, N Queensland (Australia).","Australia",NA,"","","VU",2016,"extant","","","","","","","","","Queensl, (Australia).",NA
"4196",2904,"Diprotodontia","Phalangeridae","Phalanger","mimicus","Phalanger mimicus","1","S New Guinea, from Mimika River (Prov. of Papua) east to Mt. Bosavi and Oriomo River; perhaps Aru Isls; Cape York Peninsula (Australia).","Australia",NA,"","","LC",2016,"extant","","","","","","","","","Australia, Indonesia, Papua New Guinea",NA
"4197",2921,"Diprotodontia","Phalangeridae","Trichosurus","cunninghami","Trichosurus cunninghami","1","Australia: C to NE Victoria, and possibly into S New South Wales (Lindenmayer et al., 2002).","Australia",NA,"","","LC",2008,"extant","","","","","","","","","Australia",NA
"4198",2922,"Diprotodontia","Phalangeridae","Trichosurus","johnstonii","Trichosurus johnstonii","1","Australia: rainforests of NE Queensland.","Australia",NA,"","","",NA,"extant","","","","","","","Sometimes considered a subspecies of T. vulpecula","","Ather|n Tablel|s",NA
"4199",2930,"Diprotodontia","Potoroidae","Bettongia","tropica","Bettongia tropica","1","E Queensland: Windsor and Carbine Tablelands, Lamb Range, and Paluma.","Australia",NA,"","","EN",2012,"extant","","","","","","","","","#NAME?",NA
